id,name,birth
276883,Adonias Filho,1915
376546,Meredith Henderson,1983
1268815,Richard Holbrooke,1941
757663,Abel Salazar,1917
344994,Peter Grönvall,1963
671862,Roger Vadim,1928
828176,Steve Gallon,1925
3743093,Seth Graves,1978
598750,Ralph Montagu,1961
1922265,Marcela Del Valle,1980
4680788,Ludovic Coutaud,1991
649217,Ingrid Oppermann,1942
4947229,Jeff Trink,1968
531021,John Maass,1960
249500,Louis Edmonds,1923
93854,Andrei Boncea,1972
38335,Yoshitaka Asama,1940
1495469,Kathleen Aerts,1978
148441,Ratiborka Ceramilac,1947
522943,George Lowe,1924
868289,Danil Torppe,1951
862857,Thomas Tielsch,1953
894785,Rodrigo Veronese,1970
1601875,Franck Guérin,1972
122260,Tam Dean Burn,1958
227042,Mick Dillon,1926
1507188,Anita Szvrcsek,1977
3836404,Gaspard Augé,1979
509659,Kris Lienert,1967
557786,Turkka Mastomäki,1970
471571,Mona Kristensen,1950
544377,Monika Manz,1947
5346909,Pantelis Kalatzis,1984
283377,Per Fly,1960
3698352,Dan Uzan,1979
716295,Scott Reeves,1966
8682564,Yehosua Elizalde,1996
156928,Minoru Chiaki,1917
4595689,Tommy Nelms,1987
4119247,Bronislav Kotis,1972
286715,Brent Forrester,1967
1199888,Sasha Pieterse,1996
1588133,Obid Asomov,1963
16107,Viridiana Alatriste,1963
295473,Peter Friedrichson,1946
2181816,Jim Barfield,1953
283510,Joni Flynn,1949
485014,Luis Landriscina,1935
1481864,Wolfgang Mittendorfer,1972
103977,Brahmanandam,1956
2056203,Madison J. Loos,1993
2081341,Mia Moretti,1984
272293,Anna Ferencová,1927
458039,Björn Kjellman,1963
5710586,Lyan Cheng,1988
329519,Michael Goodwin,1941
150709,Jean Champion,1914
227354,Vasilis Dimitriou,1945
95085,Alain Bonnot,1944
1399980,Benjamin Ramon,1979
903866,Kostas Voutsas,1931
888241,Sterling Van Wagenen,1947
1097680,Konstantinos Kappas,1970
465457,Nada Konvalinková,1951
14286,Michalis Ahouriotis,1949
257932,Hyôe Enoki,1928
81112,Beba Bidart,1923
6046117,Andre Kole,1936
573481,Sam McMurray,1952
1816295,Orfeo Orlando,1958
1982556,Julie De Bona,1980
2680,Jessica Gallant,1967
2217539,Hannah Lux Davis,1986
834744,Herbert L. Strock,1918
77626,Matt Berry,1969
521166,Alexandra Lorska,1963
883008,David Vadim,1972
820566,Raymond St. Jacques,1930
1132658,Louis Langrée,1961
1921581,Semeli Economou,1976
79603,Bill Beutel,1930
4324815,Olga Dibtseva,1986
3691633,Conor Quinlan,1991
17925,Ekaterina Zhemchuzhnaya,1944
214303,Michael Deeley,1932
3544366,Ranya Jaber,2000
757749,Ramón Salazar,1973
1863233,Richard Brautigan,1935
2545285,Éva Bandor,1971
836969,Joe Sublett,1953
4029843,John Merizalde,1990
3531496,Deniz Sözbir,1981
1410232,Richard Campbell,1962
1574663,Collins Pennie,1985
1220330,Justis Bolding,1979
688672,Harald Pokieser,1958
1374680,Gackt,1973
638384,Arvo Nuut,1938
409739,Biserka Ipsa,1950
356998,Daria Halprin,1948
28531,Ray Andrew,1940
4952825,Folke Bernadotte,1895
8278595,Autumn Ivy,1991
95947,Mikho Borashvili,1947
904300,Tihamér Vujicsics,1929
393027,Miroslav Homola,1909
57563,Sebastian Barrio,1971
1267479,Dante de Oliveira,1952
412999,Dariusz Jablonski,1961
1797530,Dan Põldroos,1970
1127197,Irina Rakhmanova,1981
1828246,Anna Grace Stewart,1993
893,Ed Begley Jr.,1949
910089,Mary Walter,1912
116794,Birgitte Bruun,1953
791418,Carolyne Barry,1943
972598,Chie Tanaka,1981
661791,Chan-wook Park,1963
6216001,K.J. Apa,1997
1184290,Shagufta Ali,1967
62896,Luis Bayardo,1935
452962,Jewel Kilcher,1974
388693,Wolf Hofer,1956
387976,Martin Hodara,1968
434968,Christian Kahrmann,1972
896667,Luandino Vieira,1935
2376498,Matt Rubano,1977
456017,Rudyard Kipling,1865
3704793,Leszek Balcerowicz,1947
231153,Amalie Dollerup,1986
643656,Richard Ocean,1951
8124,Mahmoud Abdel Aziz,1946
1085134,Neels Clasen,1977
161729,Ivana Chýlková,1963
648780,Yoko Ono,1933
2149473,Coskun Sabah,1952
772637,Franz Leopold Schmelzer,1965
2620034,Blanca Soto,1979
2713162,Ryan Bergez,1985
1998498,Helena Mattsson,1984
8157458,Clint Howard II,1989
2597915,Syed Hasan Imam,1935
334897,Evelyne Grandjean,1939
1073009,Erin Neal,1982
583951,Robert Miano,1942
2279344,Natan Zahavi,1946
516272,Enrico Lo Verso,1964
561189,Yves-Marie Maurin,1944
2021003,Yann Yann Yeo,1977
707607,Mária Rákosi,1927
865098,Davit Toradze,1922
355186,Bryant Haliday,1928
434128,Milos Kabyl,1966
1483904,Benjamin Biolay,1973
1818074,Peter Kristúfek,1973
779325,Jill Scott,1972
6973,William Martin Brennan,1956
36250,Peter Arnett,1934
2287973,Jan Kwiecinski,1985
3127257,Petr Stach,1974
5492181,Ashley Tredenick,1987
797181,Arne Siemsen,1956
391276,Vladimír Hollos,1941
515225,Barry Livingston,1953
922629,Ruud Westerkamp,1953
342038,John Grillo,1942
815118,Aleksandr Sorokin,1961
3307344,Gábor Sebes,1953
282906,Nury Flores,1942
858747,Dominique Thomas,1961
1552290,Ari Tinnen,1980
750142,Bob Rumnock,1953
194408,Franciszek Czekierda,1952
347686,Tom Gulbrandsen,1962
2093992,Eric Gerber,1982
650036,Susan Orlean,1955
1309372,Lilyana Batuleva,1926
684177,Magali Pinglaut,1972
346743,Gianluca Guidi,1967
5266,Craig T. Nelson,1944
840754,Blanca Suárez,1988
118407,Peter Buck,1956
1842567,Santa Inoue,1968
496797,Amanda Lee,1970
472303,Steve Kroschel,1961
299331,Hiroshi Fuse,1958
3240141,Ally Goodman,1987
1320668,Scott Edgar,1972
747263,Candida Royalle,1950
571640,Raina McKeon,1956
406134,Wolfgang Hübner,1931
1848515,Gustav Ernesaks,1908
2506235,Laura de Boer,1983
2647980,Janet Lopez,1985
871636,Robert Trebor,1953
1182729,Fabio Volo,1972
253207,Napoleon Eleftheriou,1920
168262,Rory Cochrane,1972
305763,Adelaida García Morales,1945
2249544,Emerson Collins,1984
1920835,Megan Marie Wilson,1985
542035,Tzvetana Maneva,1944
790212,Galina Shcherbakova,1932
287647,Paolo Fosso,1965
1120097,Fred Zeytoonjian,1964
649649,Francesc Orella,1957
93681,Roberto Della Casa,1942
2184377,Amelle Berrabah,1984
161267,Mark Chung,1957
271633,Elvin Feltner,1929
112,Pierce Brosnan,1953
59386,Zdenek Barták,1954
2562247,Rosalía Mera,1944
5580066,Theresa Bäuerlein,1980
508554,Xuejian Li,1954
521786,Paul Loughran,1969
2781284,Riccardo Leto,1967
1131901,Denver Beattie,1970
5163,Greg Louganis,1960
1452334,Patrícia Bargalló,1979
1800527,Þórunn Lárusdóttir,1973
1534763,Jan Bos,1962
465487,Stepán Konícek,1928
2268729,Konstantin Shelestun,1975
257102,Judith Engel,1969
792581,Samuel M. Sherman,1940
354393,Fred Haise,1933
6376092,Olivia Krochko,1994
3152714,Patrick Mediate,1984
1406138,Kevin J. Burroughs,1977
790415,Alan Shearer,1970
10074395,Thanh Duy,1986
718031,Al Reinert,1947
462304,Garrison Koch,1974
89001,Anssi Blomstedt,1945
6040928,Dagmara Brodziak,1989
285346,Jack Forbes,1959
374290,Peter Hein,1957
938705,Maria Wolska,1944
872214,Joanna Trzepiecinska,1965
11456,Jan Adamski,1923
570118,Roger McGuinn,1942
1973760,Yuriko Yoshitaka,1988
827594,Tisha Sterling,1944
328000,Ángeles González Sinde,1965
6861321,Helvecio Parente,1971
6949524,James Cantor,1966
2920950,Odunlade Adekola,1978
208168,Guido De Craene,1955
115026,Katrina Browne,1975
1343708,Fernanda Urrejola,1981
760045,Swaroop Sampat,1958
472100,Jerzy Kromolowski,1953
894563,Claire Vernet,1945
1747951,David J. Plescia,1977
363899,Kenneth Harper,1913
524944,Archie Ludski,1929
126384,Don Byron,1958
579398,Bernard Mendy,1981
3509225,Roman Polyanskiy,1983
1890276,Douglas Weir,1982
1461369,Christina Liang,1975
768597,Louis Saia,1950
673366,Uzi Peres,1951
2012363,Hovhannes Babakhanyan,1968
786624,John Sex,1956
54270,Aleksander Bardini,1913
501367,Lev Lemke,1931
408587,Irene Inescort,1928
359577,Evan Handler,1961
51355,Ferenc Balázs,1951
3198,Jerome Bixby,1923
1974957,So-young Kim,1990
703138,Emiliano Queiroz,1938
303013,Carla Gallo,1975
2030617,Vanessa Grigoriadis,1973
1476949,Otto Tausk,1970
304345,Rupa Ganguly,1966
2924350,Adina Pintilie,1980
72725,Paul Bentall,1948
56435,Pierre Barouh,1934
885533,Maila Nurmi,1922
6630259,Marusya Klimova,1989
117678,Jutta Brückner,1941
1783389,Edward Lee,1957
263625,J.D. Evermore,1968
117930,Fred Buch,1940
4576405,Jaime Christley,1977
271917,Willie Fennell,1920
5657463,Alessio Biagioni,1979
597940,Eddie Money,1949
3024530,Reda Kateb,1977
705486,Vlad Radescu,1952
628860,Wui Ng,1913
449608,Todd Kerns,1969
218981,Tassos Denegris,1934
1030557,Yûjin Kitagawa,1977
2020279,Georges Fillioud,1929
1950085,Angie Stevenson,1979
942408,Geoffrey Wright,1959
634736,Michela Noonan,1975
879857,Pankaj Udhas,1951
262402,Jean Eustache,1938
937480,Claire Wojas,1949
654109,Cliff Owen,1919
1404,Madeline Kahn,1942
4972751,Judit Varga,1979
500559,Herbert Leiser,1941
1197466,Stark Sands,1978
817153,Radoslav Spassov,1943
846446,Ron Taft,1947
788630,Stanley Shapiro,1925
1390786,Carlos Andrés Morelli,1977
650758,Irena Orska,1915
3068100,James P. Bennett,1975
991809,Vladimir Kapustin,1971
84461,Guto Bittencourt,1976
1748263,Ayaan Hirsi Ali,1969
1014196,Juan José Millás,1946
23469,Joe Alves,1936
406084,Lars Høy,1946
1755783,Rafael Nadal,1986
1549727,Bata Illic,1939
45580,Ryszard Bacciarelli,1928
3030574,Giancarlo Parretti,1942
291156,Johannes Franke,1983
236867,Charlie Drake,1925
215123,Donna Deitch,1945
4310394,Valentina Mazunina,1988
3865764,Thomas Stene-Johansen,1997
1111136,Lisa Udelson,1959
8181784,Yan Mikhaylov,1960
225824,Dido,1971
866408,Katarina Tomaschewsky,1949
345427,Gianfrancesco Guarnieri,1934
1650086,Kseniya Lavrova-Glinka,1977
1889202,Raul Torres,1906
176197,Umberto Contarello,1958
448949,Paul Kenworthy,1925
681893,Jay Pickett,1961
841339,Ján Svoboda,1951
512327,Michael Lindsay-Hogg,1940
377243,Dan Hennessey,1941
871750,Viktor Tregubovich,1935
4137849,Tamás Gerencsér,1984
303847,Jamielyn Lippman,1976
149842,Kushal Chakraborty,1966
715104,Yekaterina Rednikova,1973
1040603,Bujar Lako,1947
1049368,Zaha Hadid,1950
268556,Farruquito,1982
2421117,Christopher Abbott,1980
386724,István Hirtling,1958
1772703,Rasmus Kaljujärv,1981
2222628,Wayne Marc Godfrey,1981
7319,Finn Aabye,1935
501168,Guillaume Lemay-Thivierge,1976
1936675,Bill Williamson,1986
245368,Evgeniy Dvorzhetskiy,1960
230738,Carlos Eduardo Dolabella,1937
1030409,Gábor Karalyos,1980
672022,Hermanno Penna,1945
548346,Jodie Markell,1959
794705,Craig Shoemaker,1962
487424,Louise Laparé,1949
39317,Chris Ashworth,1975
905984,Kristina Wagner,1962
4022903,Renato Vallanzasca,1950
1475535,Balázs Szöllöskei,1987
1764501,Alfonso Leng,1884
3079891,Yoon-tae Kim,1972
833733,P.A. Straubinger,1970
937308,Danuta Wodynska,1922
770635,Reiner Schöne,1942
41374,Raymond Aubrac,1914
267340,Miguel Faria Jr.,1944
2292149,Astrid Schult,1979
321874,Gil Glasgow,1953
618424,Klaus Münster,1935
1459788,Andrea Pazienza,1956
767627,Snezana Savic,1953
1597588,Paul Robert Lingas,1974
1320542,Joop van Zijl,1935
850102,Amanda Tapping,1965
996898,Ichiro Furutachi,1954
1465871,Ivan Sandomire,1977
60789,Charles Bateman,1930
841286,Jan Svikruha,1911
8285800,Nick DeBoer,1998
2194174,Brice Marden,1938
598093,Corbett Monica,1930
1295504,Nani Widjaja,1944
1167648,Siba,1969
3523201,Fabio Stoll,1984
1543856,Alec Butler,1959
400968,Todd Hughes,1963
1643380,Bob Harper,1965
215502,Richard Rionda Del Castro,1967
174883,Didi Conn,1951
3907879,Cody Campanale,1988
539402,Pierre Malet,1955
969667,Fernando Marés de Souza,1976
863839,Tin Leung,1931
1706571,Bret McKinney,1963
12557,Ljubica Adzovic,1924
603377,David Moreau,1972
1651701,Christian Stella,1985
1670456,Pepito Miró,1982
2183372,Louis Dussol,1997
539741,Igor Malishevsky,1936
10035775,Mauro Curreri,1972
1315225,Andrei Mignea,1977
1885415,Iván Ugalde,1975
207891,Gonzalo de Castro,1963
5919837,Shara Lin,1985
641373,Tommy O'Haver,1968
562111,Robert May,1905
2470832,Stephan Tölle,1976
2158427,Herty Lewites,1939
436535,Jack Kamen,1920
389830,Brian Hohlfeld,1957
4885949,Lexi Atkins,1993
231281,Malgorzata Domalik,1954
928767,Moshe Wilensky,1910
222384,William Deverell,1937
340443,Bredo Greve,1939
589723,Billy Milliken,1933
1919152,Lisa Remington,1979
88813,Adèle Bloemendaal,1933
518627,Beba Loncar,1943
1845064,Hiromi Eguchi,1982
374589,Robert Heinz,1948
444328,Dorota Kedzierzawska,1957
2635725,Ashish Kumar Loho,1937
5284,Chris Olivero,1984
692444,Joannah Portman,1975
283749,Annette Focks,1964
42757,Luis Avalos,1946
2631015,Elliot Diviney,1982
916136,Jim Webb,1946
665505,Katherine Paterson,1932
5460,Mary Steenburgen,1953
352621,Audris Chadaravicius,1935
2777927,Javad Hashemi,1966
522223,Pierre Louÿs,1870
529383,Pyotr Lyubeshkin,1913
4751,Crystal Bernard,1961
149831,Tulsi Chakraborty,1899
53873,Marga Barbu,1929
8117041,David Cajal,1986
5374530,Ke-Xi Wu,1983
1877684,Doina Cornea,1929
498517,Andrew Lee Potts,1979
1747371,Kurt Biedenkopf,1930
6215524,Greg Meyer,1971
2679097,Irwansyah,1985
6410,Jason Allentoff,1981
803747,May Skaf,1969
434581,Michael J. Kagan,1926
69245,Louie Bellson,1924
8404679,Johannes Heinrichs,1990
2348978,Valeri Borzov,1949
410945,Toshirô Ishidô,1932
2596979,Bruno Ciordia,1979
4802818,Mohammad Ali Sepanlou,1940
1947060,Ae-Yeon Jeong,1986
1027705,Ti Ai,1953
1951006,Kwame Rakes,1973
2040927,Kristína Farkasová,1982
8022839,Tatyana Babenkova,1991
580123,Raúl Meraz,1927
1800336,Kirsi Kunnas,1924
1115889,Alonzo F. Jones,1970
6008845,Irina Efremova,1980
111197,Stefan Brogren,1972
4486,Bruno Ganz,1941
381511,Nigel Hess,1953
557407,Paul Massie,1932
223326,Rosemary Dexter,1944
2017466,Ben Chavis,1948
270162,Marina Fedina,1962
1962696,Susheela Raman,1973
3599233,Köves Krisztián Károly,1979
131537,David Cameron,1933
4627263,Sayantani Ghosh,1985
822321,Jirí Stanislav,1946
581103,Mario Merola,1934
1286999,Seifollah Dad,1955
246264,Sándor Dánffy,1932
742975,Cathy Rosier,1945
1048282,Sandra Pires,1969
3596959,Jaz Sinclair,1994
4812773,Tarun Jain,1985
752170,Peta Rutter,1959
3123241,Galina Gudova,1959
653952,Kelly Overton,1978
842197,Skip Sweeney,1946
1699094,Raci Sasmaz,1973
4538429,Maksim Tikhonov,1990
870145,K.C. Townsend,1942
628688,Marika Nezer,1906
784318,M. Phil Senini,1953
175228,Phillip Connery,1963
2545567,Nematollah Aghasi,1939
1348578,Doug Luberts,1958
1698994,Manabu Nakanishi,1967
312267,Henry Geldzahler,1935
1991201,Aine Leicht,1980
4937581,Dusan Brkovic,1986
586277,Sándor Mihályfy,1937
2063821,Scott Gracheff,1971
928243,Larry Wilcox,1947
203903,Peter Maxwell Davies,1934
5506401,Jasmin Savoy Brown,1994
7154395,Mirjam Mous,1963
398884,Chin Hu,1947
196578,Dan Sonney,1915
2310,David Trulli,1961
7422626,Shailik Bhaumik,1984
1425584,Kharaj Mukherjee,1963
398664,Frank Hruby,1962
155988,Andrei Chernykh,1960
133912,Giovanni Canevari,1967
330721,Albert Gore Sr.,1907
147408,Cazuza,1958
1997864,Lun Hua,1954
264515,Ron Faber,1933
6878,Michael B. Silver,1967
319076,Mickey Gilley,1936
166049,Rolf Clemens,1937
262912,John Morgan Evans,1942
710884,David Rappaport,1951
1519441,Robert Aldous,1934
506991,Bubba Lewis,1989
448088,Jane Kennedy,1964
702429,Etienne Périer,1931
409546,Tony Iommi,1948
959774,Jonas Åkerlund,1965
575599,Ron Medico,1947
1123777,Shaun Fox,1978
1308243,Colin Bishop,1973
1637776,Oliver Haffner,1974
4152,Roel Reiné,1969
1372499,Yoshitomo Yonetani,1963
1887326,Omar El-Saeidi,1980
4366,Tom Wolfe,1930
389374,Isabella Hofmann,1958
2356026,Bree Essrig,1990
77074,Jesse Bernstein,1974
348643,Robin Gurland,1956
445731,Michael Keller,1980
7866285,Mihail Curagau,1943
886404,Werther van der Sarren,1941
6733156,Lina El Arabi,1995
329740,David Gopsill,1956
208577,Mile de Gleria,1927
884770,Paul Valjean,1935
1748322,Alessandra Cannito,1991
700574,Angela Punch McGregor,1953
740634,Jozef Roposa,1961
1000,Tom Byron,1961
4422558,Filip Mayer,1997
442695,Nikos Kavvadias,1910
632754,Kazuhiko Nishimura,1966
218364,Stéphane Demers,1966
1887409,Dani Rosenberg,1979
2052996,Maureen McCabe,1947
491682,Jean-Claude Lauzon,1953
612117,Elise Muller,1967
4083675,Antonello Novellino,1981
262881,Jerry Evans,1955
207385,Catherine Robbe-Grillet,1930
1086738,Sebastián Tolosa,1977
320059,Robert Emmett Ginna,1925
357745,Bernie Hamilton,1928
1062522,Maureen Langham,1977
787382,Josef Shaftel,1919
671375,Meeno Peluce,1970
1983464,Elfriede Fischinger,1910
2508344,Philip Covin,1973
138676,João Emanuel Carneiro,1970
2718712,Sabina Gadecki,1983
547053,Mariani,1933
5328306,Juan Du,1982
892946,Francesco Venditti,1976
186674,Leila Cravo,1953
184748,David Cowgill,1960
803111,Alekos Sissovitis,1965
490571,Chia Chang Liu,1941
495877,Fran Lebowitz,1950
855429,Shinobu Terajima,1972
82334,Beate Bille,1976
845900,Jean Tabary,1930
2167623,Michal Dabal,1985
666920,Matthias Paul,1964
179416,Nadine Corde,1977
283852,István Fogarasi,1944
66800,Faruk Begolli,1944
568284,Curt McDowell,1945
164639,Alan Clarke,1935
924333,Mark Whitbread,1966
2244852,Brian Gleeson,1987
399196,L. Ron Hubbard,1911
34307,André Arend van de Noord,1964
684291,Lou Piniella,1943
3972,Ryan Shore,1974
833921,Matthew Stravitz,1979
53910,Héctor Barca,1979
457776,Katja Kittendorf,1971
1938069,Kevin Kramer,1976
3898671,Dane Komljen,1986
354914,Georgina Hale,1943
473103,Bozena Krzyzanowska,1957
708095,Rambha,1976
351324,Anna Górna,1944
12749,Arthur Scipio Africano,1967
2154428,Yoshinori Horimoto,1970
414357,Christian Jacobs,1972
579954,Jirí Menzel,1938
3426767,Jaaron Drew,1987
3055931,Edson Ferreira,1972
736190,Maria Rodziewiczówna,1863
1216885,Mustapha Kateb,1920
1835921,Lauren Leech,1986
1478554,Tibor Lukács,1978
3906906,Mátyás Prikler,1982
590474,Ilias Mylonakos,1941
406126,Kurt Hübner,1916
1252256,Ramiro Longo,1977
1446329,Andy Sottilare,1962
364126,Brett Harrelson,1963
4749270,Michel Curiel,1984
1445385,Candela Figueira,1978
10162,Armando Acosta,1925
604281,Agustín Moreto,1618
2584586,Simona Vogel,1983
285308,Colin Forbes,1923
2359379,Steve Myung,1975
871833,Mariusz Trelinski,1962
830647,Ivo Stivicic,1936
7961669,René Dohmen,1966
644345,Jobst Oetzmann,1961
1926617,Airi Taira,1984
135131,Bill Capizzi,1937
2366662,Nora Bauer,1969
1361364,Stéphane Debac,1973
1996073,Maggie Contreras,1983
3107182,Sarah Akokhia,1984
374220,Si Heiman,1961
527843,Natália Luísa,1960
4150219,Yuri Ancarani,1972
9061279,J.C. Lin,1991
1846274,Gonzalo Vivanco,1972
5535067,Aïda Ballmann,1985
733150,Tom Robinson,1950
297835,Makoto Fujita,1933
1243973,Elik Alvarez,1974
4151327,Finn Alnaes,1932
909727,Kay Walsh,1911
1719,George Segal,1934
9106,Jack Abramoff,1958
344582,Per Grundén,1922
1347,Barbara Hershey,1948
1379529,Carolyn Cassling,1979
3391189,Guy Adkins,1968
549924,Max Marquis,1925
2288083,Nicholas Humphries,1981
278154,Neil Finn,1958
1409123,Young-hoon Park,1964
847291,Hideo Takamatsu,1929
2916662,Nadira Murray,1981
359454,Chip Hand,1954
2119781,Xiaoming Huang,1977
6964018,Roger Crook,1981
1282362,Per Kjerstad,1977
79219,Oliver Betke,1966
345128,Kitty Kino,1948
841910,Nick Swardson,1976
10420992,Georg Gärtner,1920
705173,Isaac-Pierre Racine,1963
157410,Caroline Chikezie,1974
484111,Bill Lancaster,1947
456249,Eberhard Kirchberg,1950
564786,John McCalmont,1968
465851,Lionel Kopp,1962
947302,Hsiao-Yeh,1951
2149322,Anat Zeltzer,1959
1213069,Gegham Harutyunyan,1905
511723,Leslie Linder,1924
390738,Josh Holland,1974
947508,Leslie Yeo,1915
868411,Vittorio Torre,1974
447362,Sally Kemp,1933
1461934,Alex Scott,1979
823342,Laurence Starkman,1951
457561,Kôichi Kitamura,1931
2308587,Brian Kotowski,1981
471690,Kristoff,1974
695608,Dierk Prawdzik,1962
1368718,Pascal Sellem,1964
493003,Ronald William Lawrence,1964
662820,Andrew Parkinson,1959
1221800,Franck Sforza,1969
594099,Yevgeni Mitta,1963
885330,Annu Valonen,1964
314606,Félix Germán,1957
117145,Joshua Bryant,1939
119603,Anne Cathrin Buhtz,1973
874661,Lhakpa Tsamchoe,1972
1034172,Zsolt Nagy,1976
297624,Arthur Fuhrmann,1930
4751008,Kalliany Alvarez,1985
799226,Satu Silvo,1962
939079,Goon Chung Wong,1964
3768761,Lukás Hanulák,1984
1665537,Ronald Zehrfeld,1977
3110389,Aki Asakura,1991
629195,Adama Niane,1966
356850,Robert Halmi Sr.,1924
297095,Dag Frøland,1945
119144,Bill Buell,1952
788513,Greg Shapiro,1972
475648,Muazzez Kurdoglu,1920
922877,McKenzie Westmore,1977
1191615,Ulrike von Ribbeck,1975
2627773,Corey Brooks,1989
9548888,Eben Britton,1987
580685,Mihai Mereuta,1924
620527,Konrad Nalecki,1919
2661864,Maria Dragus,1994
22903,John Altman,1949
1261,Rebecca Gayheart,1971
139489,Alejo Carpentier,1904
1164381,Steven Earl-Edwards,1946
417363,Jan Janczewski,1928
4713570,Attila Hartung,1991
463989,Stefan Kolditz,1956
406057,Else Højgaard,1906
411857,Gregory Itzin,1948
586167,Zivorad Mihajlovic-Silja,1920
365234,Richard Harris,1934
2206424,Alfredo Mora Manzano,1975
2786341,Victoria Masina,1968
171917,James F. Collier,1929
1694256,Julián López,1978
